OID_,Value,Count,bps_aoi,evt_aoi,BPS_NAME,GROUPVEG,EVT_NAME,EVT_PHYS
841,841,8.000000000000000,1564,7926,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Developed Evergreen Forest,Developed
842,842,81291.000000000000000,1579,9180,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Freshwater Marsh,Riparian
843,843,2385.000000000000000,1579,9318,Central Interior and Appalachian Floodplain Systems,Riparian,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
844,844,1366.000000000000000,1570,7412,North-Central Interior Oak Savanna,Hardwood,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
845,845,50.000000000000000,1582,9112,Central Interior and Appalachian Swamp Systems,Riparian,Laurentian Jack Pine-Red Pine Forest,Conifer
846,846,524.000000000000000,1572,7909,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Eastern Cool Temperate Urban Shrubland,Developed
847,847,49.000000000000000,1563,7926,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Developed Evergreen Forest,Developed
848,848,241.000000000000000,1563,7481,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian
849,849,28.000000000000000,1563,9117,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Laurentian-Acadian Floodplain Forest,Riparian
850,850,21476.000000000000000,1579,9314,Central Interior and Appalachian Floodplain Systems,Riparian,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
851,851,909.000000000000000,1587,7242,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,Laurentian Oak Barrens,Hardwood
852,852,3064.000000000000000,1571,9177,North-Central Oak Barrens,Hardwood,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian
853,853,81.000000000000000,1582,7290,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Oak Barrens Herbaceous,Grassland
854,854,2046.000000000000000,1581,9180,Boreal Acidic Peatland Systems,Riparian,North-Central Interior Freshwater Marsh,Riparian
855,855,170.000000000000000,1579,7906,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Urban Evergreen Forest,Developed
856,856,125.000000000000000,1579,7926,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Developed Evergreen Forest,Developed
857,857,767.000000000000000,1579,7927,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Developed Mixed Forest,Developed
858,858,10542.000000000000000,1579,9679,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Floodplain Shrubland,Riparian
859,859,11.000000000000000,1582,9677,Central Interior and Appalachian Swamp Systems,Riparian,North-Central Interior and Appalachian Acidic Peatland Shrubland,Riparian
860,860,56.000000000000000,1583,7395,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,North-Central Oak Barrens Woodland,Hardwood
861,861,2.000000000000000,1583,7488,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian
862,862,1031.000000000000000,1579,7925,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Developed Deciduous Forest,Developed
863,863,443.000000000000000,1579,9120,Central Interior and Appalachian Floodplain Systems,Riparian,Laurentian-Acadian Wet Meadow,Riparian
864,864,29039.000000000000000,1579,9683,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Wet Meadow,Riparian
865,865,1585.000000000000000,1571,9683,North-Central Oak Barrens,Hardwood,North-Central Interior Wet Meadow,Riparian
866,866,361.000000000000000,1571,9117,North-Central Oak Barrens,Hardwood,Laurentian-Acadian Floodplain Forest,Riparian
867,867,633.000000000000000,1571,7481,North-Central Oak Barrens,Hardwood,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian
868,868,54.000000000000000,1583,7238,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Laurentian-Acadian Northern Oak Forest,Hardwood
869,869,4486.000000000000000,1579,7362,Central Interior and Appalachian Floodplain Systems,Riparian,Laurentian-Acadian Northern Pine Forest,Conifer
870,870,88.000000000000000,1570,9677,North-Central Interior Oak Savanna,Hardwood,North-Central Interior and Appalachian Acidic Peatland Shrubland,Riparian
871,871,22.000000000000000,1576,7412,Central Tallgrass Prairie,Grassland,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
872,872,5290.000000000000000,1572,7242,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Laurentian Oak Barrens,Hardwood
873,873,1096.000000000000000,1572,7297,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Developed-Medium Intensity,Developed-Medium Intensity
874,874,290.000000000000000,1572,7298,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Developed-High Intensity,Developed-High Intensity
875,875,9899.000000000000000,1572,7238,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Laurentian-Acadian Northern Oak Forest,Hardwood
876,876,60.000000000000000,1585,7412,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
877,877,907.000000000000000,1579,7412,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
878,878,3539.000000000000000,1579,7395,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Oak Barrens Woodland,Hardwood
879,879,14164.000000000000000,1579,7974,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Row Crop,Agricultural
880,880,52.000000000000000,1579,7242,Central Interior and Appalachian Floodplain Systems,Riparian,Laurentian Oak Barrens,Hardwood
881,881,17.000000000000000,1579,7366,Central Interior and Appalachian Floodplain Systems,Riparian,Laurentian-Acadian Pine-Hemlock Forest,Conifer
882,882,7015.000000000000000,1572,7243,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Laurentian Pine-Oak Barrens,Conifer-Hardwood
883,883,4308.000000000000000,1572,9177,Laurentian Pine-Oak Barrens,Hardwood-Conifer,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian
884,884,656.000000000000000,1572,9318,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
885,885,4091.000000000000000,1570,7970,North-Central Interior Oak Savanna,Hardwood,Eastern Cool Temperate Orchard,Agricultural
886,886,6609.000000000000000,1572,7395,Laurentian Pine-Oak Barrens,Hardwood-Conifer,North-Central Oak Barrens Woodland,Hardwood
887,887,291.000000000000000,1572,9183,Laurentian Pine-Oak Barrens,Hardwood-Conifer,North-Central Interior Shrub Swamp,Riparian
888,888,307.000000000000000,1585,7905,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Eastern Cool Temperate Urban Deciduous Forest,Developed
889,889,229.000000000000000,1581,7927,Boreal Acidic Peatland Systems,Riparian,Eastern Cool Temperate Developed Mixed Forest,Developed
890,890,70.000000000000000,1582,7926,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Developed Evergreen Forest,Developed
891,891,489.000000000000000,1572,7925,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Eastern Cool Temperate Developed Deciduous Forest,Developed
892,892,724.000000000000000,1579,7908,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Urban Herbaceous,Developed
893,893,276.000000000000000,1572,7926,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Eastern Cool Temperate Developed Evergreen Forest,Developed
894,894,22.000000000000000,1579,9677,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior and Appalachian Acidic Peatland Shrubland,Riparian
895,895,242.000000000000000,1581,7925,Boreal Acidic Peatland Systems,Riparian,Eastern Cool Temperate Developed Deciduous Forest,Developed
896,896,1370.000000000000000,1579,9317,Central Interior and Appalachian Floodplain Systems,Riparian,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
897,897,935.000000000000000,1587,7906,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,Eastern Cool Temperate Urban Evergreen Forest,Developed
898,898,6382.000000000000000,1579,7299,Central Interior and Appalachian Floodplain Systems,Riparian,Developed-Roads,Developed-Roads
899,899,162.000000000000000,1572,7978,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Eastern Cool Temperate Wheat,Agricultural
900,900,9285.000000000000000,1579,7976,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
901,901,13063.000000000000000,1571,7238,North-Central Oak Barrens,Hardwood,Laurentian-Acadian Northern Oak Forest,Hardwood
902,902,819.000000000000000,1572,9179,Laurentian Pine-Oak Barrens,Hardwood-Conifer,North-Central Interior Floodplain Forest,Riparian
903,903,1849.000000000000000,1581,7395,Boreal Acidic Peatland Systems,Riparian,North-Central Oak Barrens Woodland,Hardwood
904,904,1100.000000000000000,1572,7907,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Eastern Cool Temperate Urban Mixed Forest,Developed
905,905,29.000000000000000,1570,7366,North-Central Interior Oak Savanna,Hardwood,Laurentian-Acadian Pine-Hemlock Forest,Conifer
906,906,597.000000000000000,1585,7362,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Laurentian-Acadian Northern Pine Forest,Conifer
907,907,57.000000000000000,1572,9117,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Laurentian-Acadian Floodplain Forest,Riparian
908,908,50.000000000000000,1572,7240,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Laurentian-Acadian Hardwood Forest,Hardwood
909,909,37080.000000000000000,1572,7362,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Laurentian-Acadian Northern Pine Forest,Conifer
910,910,1162.000000000000000,1572,9317,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
911,911,150.000000000000000,1581,7929,Boreal Acidic Peatland Systems,Riparian,Eastern Cool Temperate Developed Herbaceous,Developed
912,912,4794.000000000000000,1581,9183,Boreal Acidic Peatland Systems,Riparian,North-Central Interior Shrub Swamp,Riparian
913,913,105.000000000000000,1581,7907,Boreal Acidic Peatland Systems,Riparian,Eastern Cool Temperate Urban Mixed Forest,Developed
914,914,1549.000000000000000,1572,7905,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Eastern Cool Temperate Urban Deciduous Forest,Developed
915,915,12671.000000000000000,1572,7407,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Laurentian Pine Barrens,Conifer
916,916,98.000000000000000,1581,7909,Boreal Acidic Peatland Systems,Riparian,Eastern Cool Temperate Urban Shrubland,Developed
917,917,564.000000000000000,1579,9682,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Graminoid Alkaline Fen,Riparian
918,918,771.000000000000000,2725,9683,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,North-Central Interior Wet Meadow,Riparian
919,919,588.000000000000000,1585,7296,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Developed-Low Intensity,Developed-Low Intensity
920,920,328.000000000000000,1572,9683,Laurentian Pine-Oak Barrens,Hardwood-Conifer,North-Central Interior Wet Meadow,Riparian
921,921,1083.000000000000000,1599,7298,North-Central Interior Oak Savanna,Hardwood,Developed-High Intensity,Developed-High Intensity
922,922,158.000000000000000,1575,9679,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,North-Central Interior Floodplain Shrubland,Riparian
923,923,278.000000000000000,1572,7412,Laurentian Pine-Oak Barrens,Hardwood-Conifer,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
924,924,902.000000000000000,1599,7905,North-Central Interior Oak Savanna,Hardwood,Eastern Cool Temperate Urban Deciduous Forest,Developed
925,925,133.000000000000000,1581,7926,Boreal Acidic Peatland Systems,Riparian,Eastern Cool Temperate Developed Evergreen Forest,Developed
926,926,415.000000000000000,1572,9120,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Laurentian-Acadian Wet Meadow,Riparian
927,927,1124.000000000000000,1585,9679,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,North-Central Interior Floodplain Shrubland,Riparian
928,928,29.000000000000000,1583,7929,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Developed Herbaceous,Developed
929,929,79.000000000000000,1587,7926,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,Eastern Cool Temperate Developed Evergreen Forest,Developed
930,930,60.000000000000000,1581,9182,Boreal Acidic Peatland Systems,Riparian,North-Central Interior Shrub Alkaline Fen,Riparian
931,931,433.000000000000000,1585,7239,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood
932,932,12951.000000000000000,1572,9312,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Northeastern North American Temperate Forest Plantation,Conifer
933,933,13639.000000000000000,2725,9177,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian
934,934,36.000000000000000,1583,7905,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Urban Deciduous Forest,Developed
935,935,4.000000000000000,1583,7926,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Developed Evergreen Forest,Developed
936,936,24.000000000000000,1583,7925,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Developed Deciduous Forest,Developed
937,937,2.000000000000000,1583,7928,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Eastern Cool Temperate Developed Shrubland,Developed
938,938,93.000000000000000,1585,7407,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Laurentian Pine Barrens,Conifer
939,939,20.000000000000000,1566,7243,North-Central Interior Maple-Basswood Forest,Hardwood,Laurentian Pine-Oak Barrens,Conifer-Hardwood
940,940,1882.000000000000000,1570,9679,North-Central Interior Oak Savanna,Hardwood,North-Central Interior Floodplain Shrubland,Riparian
941,941,18.000000000000000,1583,7297,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Developed-Medium Intensity,Developed-Medium Intensity
942,942,541.000000000000000,1585,9317,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
943,943,415.000000000000000,1581,9117,Boreal Acidic Peatland Systems,Riparian,Laurentian-Acadian Floodplain Forest,Riparian
944,944,1655.000000000000000,1581,9677,Boreal Acidic Peatland Systems,Riparian,North-Central Interior and Appalachian Acidic Peatland Shrubland,Riparian
945,945,729.000000000000000,1581,9679,Boreal Acidic Peatland Systems,Riparian,North-Central Interior Floodplain Shrubland,Riparian
946,946,92.000000000000000,1572,9180,Laurentian Pine-Oak Barrens,Hardwood-Conifer,North-Central Interior Freshwater Marsh,Riparian
947,947,186.000000000000000,1581,9112,Boreal Acidic Peatland Systems,Riparian,Laurentian Jack Pine-Red Pine Forest,Conifer
948,948,14.000000000000000,1604,7295,Northern Tallgrass Prairie,Grassland,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
949,949,51.000000000000000,1582,7298,Central Interior and Appalachian Swamp Systems,Riparian,Developed-High Intensity,Developed-High Intensity
950,950,32.000000000000000,1581,7366,Boreal Acidic Peatland Systems,Riparian,Laurentian-Acadian Pine-Hemlock Forest,Conifer
951,951,24.000000000000000,1564,9183,North-Central Interior Dry Oak Forest and Woodland,Hardwood,North-Central Interior Shrub Swamp,Riparian
952,952,66.000000000000000,1583,7239,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood
953,953,887.000000000000000,1579,7905,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Urban Deciduous Forest,Developed
954,954,664.000000000000000,1579,7929,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Developed Herbaceous,Developed
955,955,74.000000000000000,1585,7298,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Developed-High Intensity,Developed-High Intensity
956,956,920.000000000000000,1572,9112,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer
957,957,66.000000000000000,1566,7926,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Developed Evergreen Forest,Developed
958,958,3871.000000000000000,1579,7975,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Close Grown Crop,Agricultural
959,959,745.000000000000000,1579,7973,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural
960,960,78.000000000000000,1583,9679,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,North-Central Interior Floodplain Shrubland,Riparian
